date,page/account,is_comment,text,binary label,explanation,comments,link,clean_text,lemmatized
27/10/2021,מדברים על חיסונים,yes,"המינון הוא שליש המינון של המבוגר. אותו חיסון, אותו בקבוק אותה תרכובת רק שליש מנה",1.0,,תגובה של תגובה,https://www.facebook.com/groups/171810053014040/permalink/1758547624340267,המינון הוא שליש המינון של המבוגר אותו חיסון אותו בקבוק אותה תרכובת רק שליש מנה,"['מינון', 'הוא', 'שליש', 'מינון', 'של', 'מבוגר', 'את', 'הוא', 'חיסון', 'את', 'הוא', 'בקבוק', 'את', 'היא', 'תרכובת', 'רק', 'שליש', 'מנה']"
27/10/2021,מדברים על חיסונים,yes,הבוסטר הוכח כבטוח בניסוי של פייזר שהסתיים ביולי. ולאחר משרד הבריאות החל לאשר את השימוש בו בלי לחכות לתוצאות של *יעילות* ואכן היעילות הוכחה פה רק בדיעבד. ההצדקה לשימוש בו הייתה הבטיחות שלו ובניהול סיכונים ובהבנה של המנגנונים של המחלה ידעו המומחים שיהיה שיפור ביעילות גם אם לא ידעו בכמה.,1.0,,חלק 1,https://www.facebook.com/groups/171810053014040/permalink/1758547624340267,הבוסטר הוכח כבטוח בניסוי של פייזר שהסתיים ביולי ולאחר משרד הבריאות החל לאשר את השימוש בו בלי לחכות לתוצאות של יעילות ואכן היעילות הוכחה פה רק בדיעבד ההצדקה לשימוש בו הייתה הבטיחות שלו ובניהול סיכונים ובהבנה של המנגנונים של המחלה ידעו המומחים שיהיה שיפור ביעילות גם אם לא ידעו בכמה,"['בוסטר', 'הוכח', 'בטוח', 'ניסוי', 'של', 'פייזר', 'הסתיים', 'ביול', 'לאחר', 'משרד', 'בריאות', 'החל', 'אישר', 'את', 'שימוש', 'הוא', 'בלי', 'חיכה', 'תוצאה', 'של', 'יעילות', 'אכן', 'יעילות', 'הוכח', 'פה', 'רק', 'בדיעבד', 'הצדקה', 'שימוש', 'הוא', 'היה', 'בטיחות', 'של', 'הוא', 'ניהול', 'סיכון', 'הבנה', 'של', 'מנגנון', 'של', 'מחלה', 'ידע', 'מומחה', 'היה', 'שיפור', 'יעילות', 'גם', 'אם', 'לא', 'ידע', 'כמה']"
27/10/2021,מדברים על חיסונים,yes,"הfda בדיון על הבוסטר בחר איזו אוכלוסיה להמליץ, לא איזו אוכלוסיה לאשר. בעיקרון אנשים באמריקה חופשיים להתחסן חיסון 3 גם אם לא הומלץ להם. וגם להבנתי אנשים גם עשו רביעי (בתחמון) ובעצם הfda אמרה בהמלצה שזה מיותר.",1.0,,חלק 2,https://www.facebook.com/groups/171810053014040/permalink/1758547624340267,הפדא בדיון על הבוסטר בחר איזו אוכלוסיה להמליץ לא איזו אוכלוסיה לאשר בעיקרון אנשים באמריקה חופשיים להתחסן חיסון 3 גם אם לא הומלץ להם וגם להבנתי אנשים גם עשו רביעי בתחמון ובעצם הפדא אמרה בהמלצה שזה מיותר,"['פדא', 'דיון', 'על', 'בוסטר', 'בחר', 'איזה', 'אוכלוסייה', 'המליץ', 'לא', 'איזה', 'אוכלוסייה', 'אישר', 'עיקרון', 'איש', 'אמריקה', 'חופשי', 'התחסן', 'חיסון', 'גם', 'אם', 'לא', 'הומלץ', 'הם', 'גם', 'הבנה', 'איש', 'גם', 'עשה', 'רביע', 'בתחמון', 'עצם', 'פדא', 'אמר', 'המלצה', 'זה', 'מיותר']"
27/10/2021,מדברים על חיסונים,yes,"לדים חולים. זה וירוס אלים במיוחד וייתכן שיהיו לו השלכות גם בעוד שנים כמו וירוסים אחרים.
בנוסף שומעים עכשו על יותר ויותר ילדים שחלו קל או ללא תסמינים ולאחר תקופה נתקפו בתסמונת פימס שמובילה לקריסת מערכות.
באמת לא מבינה למה לא לחסן.",1.0,,,https://www.facebook.com/groups/171810053014040/permalink/1758495537678809,לדים חולים זה וירוס אלים במיוחד וייתכן שיהיו לו השלכות גם בעוד שנים כמו וירוסים אחרים בנוסף שומעים עכשו על יותר ויותר ילדים שחלו קל או ללא תסמינים ולאחר תקופה נתקפו בתסמונת פימס שמובילה לקריסת מערכות באמת לא מבינה למה לא לחסן,"['דים', 'חולה', 'זה', 'וירוס', 'אלים', 'במיוחד', 'ייתכן', 'היה', 'הוא', 'השלכה', 'גם', 'בעוד', 'נים', 'כמו', 'וירוס', 'אחר', 'בנוסף', 'שמע', 'עכשיו', 'על', 'יותר', 'יותר', 'ילד', 'חל', 'קל', 'או', 'ללא', 'תסמין', 'לאחר', 'תקופה', 'נתקף', 'תסמונת', 'פימס', 'הוביל', 'קריסה', 'מערכה', 'באמת', 'לא', 'הבין', 'למה', 'לא', 'חיסן']"
22/10/2021,מדברים על חיסונים,no,"החיסון של פייזר נגד קורונה הציג יעילות בשיעור של 90.7% במחקר שבוצע על ילדים בני 11-5, כך הודיעה החברה.
לא נרשמו מקרים של חולי קשה בקרב הנבדקים, אולם תסמיני המחלה היו קלים בהרבה מאלה של הלא מחוסנים. כמו כן, הילדים המחוסנים פיתחו רמות של נוגדנים בדם, דומות לאלו של בני נוער ומבוגרים צעירים.",1.0,,"נוסף מקור
https://www.kan.org.il/Item/?itemId=115304",https://www.facebook.com/groups/171810053014040/permalink/1755149711346725,החיסון של פייזר נגד קורונה הציג יעילות בשיעור של 907 במחקר שבוצע על ילדים בני 115 כך הודיעה החברה לא נרשמו מקרים של חולי קשה בקרב הנבדקים אולם תסמיני המחלה היו קלים בהרבה מאלה של הלא מחוסנים כמו כן הילדים המחוסנים פיתחו רמות של נוגדנים בדם דומות לאלו של בני נוער ומבוגרים צעירים,"['חיסון', 'של', 'פייזר', 'נגד', 'קורונה', 'הציג', 'יעילות', 'שיעור', 'של', '907', 'מחקר', 'בוצע', 'על', 'ילד', 'בן', '115', 'כך', 'הודיע', 'חבר', 'לא', 'נרשם', 'מקרה', 'של', 'חולי', 'קשה', 'בקרב', 'נבדק', 'אולם', 'תסמין', 'מחלה', 'היה', 'קל', 'בהרבה', 'אלה', 'של', 'לא', 'חוסן', 'כמו', 'כן', 'ילד', 'מחוסן', 'פיתח', 'רם', 'של', 'נוגדן', 'דם', 'דמה', 'אל', 'של', 'בן', 'נוער', 'מבוגר', 'צעיר']"
24/10/2021,מדברים על חיסונים,yes,"מחוסנים נדבקים ומדביקים כמו לא מחוסנים וזה כבר ידוע מלא חודשים.
ילדים לא חולים קשה בקורונה ולא מתים מקורונה.
אז מה מטרת החיסון?",0.0,,,https://www.facebook.com/groups/171810053014040/permalink/1755149711346725,מחוסנים נדבקים ומדביקים כמו לא מחוסנים וזה כבר ידוע מלא חודשים ילדים לא חולים קשה בקורונה ולא מתים מקורונה אז מה מטרת החיסון,"['מחוסן', 'נדבק', 'הדביק', 'כמו', 'לא', 'מחוסן', 'זה', 'כבר', 'ידוע', 'מלא', 'חודש', 'ילד', 'לא', 'חולה', 'קשה', 'קורונה', 'לא', 'מת', 'מקורונה', 'אז', 'מה', 'מטרה', 'חיסון']"
25/10/2021,מדברים על חיסונים,yes,מחלימים בהחלט נדבקים שוב.,1.0,,"פוסט שחולק ל-2, חלק 1",https://www.facebook.com/groups/171810053014040/permalink/1756363877891975,מחלימים בהחלט נדבקים שוב,"['החלים', 'בהחלט', 'נדבק', 'שוב']"
25/10/2021,מדברים על חיסונים,yes,"באיראן כמעט של האוכלוסיה כבר חלו לפחות פעם אחת, ולמרות זאת, אין חסינות עדר ויש להם התפרצות רצינית עכשיו עם מלא מקרי מוות.",1.0,,"פוסט שחולק ל-2, חלק 2
נוסף מקור:
https://www.newscientist.com/article/2294215-nearly-every-person-in-iran-seems-to-have-had-covid-19-at-least-once/?fbclid=IwAR1R4YvMxOz5MPK-1eL8ZyjDowrcx7YGpjwHrxPhFdNMQlV6eHvaVbGOAEE",https://www.facebook.com/groups/171810053014040/permalink/1756363877891975,באיראן כמעט של האוכלוסיה כבר חלו לפחות פעם אחת ולמרות זאת אין חסינות עדר ויש להם התפרצות רצינית עכשיו עם מלא מקרי מוות,"['באיראן', 'כמעט', 'של', 'אוכלוסייה', 'כבר', 'חל', 'לפחות', 'פעם', 'אחת', 'למרות', 'זאת', 'אין', 'חסינות', 'עדר', 'יש', 'הם', 'התפרצות', 'רציני', 'עכשיו', 'עם', 'מלא', 'מקר', 'מוות']"
24/10/2021,מדברים על חיסונים,no,"רשויות הבריאות בארץ החליטו לא להנחות לעשות aspiration- שאיפה- בזמן החיסון לקורונה. זו משיכה של הבוכנה אחורה לפני שמזריקים החומר של החיסון, על מנת לוודא שלא יוצא דם, משמע - לא הייתה חדירה לכלי דם.",1.0,"קישור להנחיות של משרד הבריאות משנת 2014 לגבי חיסונים, החלק הקשור למושג השאיפה נמצא בפרק 12 (עמ' 19 בpdf) ובו נאמר שאין צורך לעשות את השאיפה בחיסון תוך-שרירי (כמו חיסון הקורונה) כי לא יימצאו שם כלי דם.
קישור: https://www.health.gov.il/PublicationsFiles/TadrichHisunim_21072014.pdf",חלק 1,https://www.facebook.com/groups/171810053014040/permalink/1756063711255325,רשויות הבריאות בארץ החליטו לא להנחות לעשות aspiration שאיפה בזמן החיסון לקורונה זו משיכה של הבוכנה אחורה לפני שמזריקים החומר של החיסון על מנת לוודא שלא יוצא דם משמע  לא הייתה חדירה לכלי דם,"['רשות', 'בריאות', 'ארץ', 'החליט', 'לא', 'הנחה', 'עשה', 'שאיפה', 'זמן', 'חיסון', 'קורונה', 'זו', 'משיכה', 'של', 'בוכנה', 'אחורה', 'לפני', 'הזריק', 'חומר', 'של', 'חיסון', 'על', 'מנה', 'וידא', 'לא', 'יצא', 'דם', 'שמע', 'לא', 'היה', 'חדיר', 'כלי', 'דם']"
24/10/2021,מדברים על חיסונים,no,"יש מחקרים שמרמזים שחדירה כזאת יכולה לתרום לדלקות בלב ולכרישי דם - אותן תופעות לוואי (נדירות, אבל קיימות ), של החיסונים. חושדים שחלק מאלה שמקבלים החיסון (בלי כוונה ובלי שהמזריק יכול לדעת) לוריד, זאת אומרת, למחזור הדם - עלולים לפתח אותן תופעות לוואי.",0.0,"קישור להנחיות של משרד הבריאות משנת 2014 לגבי חיסונים, החלק הקשור למושג השאיפה נמצא בפרק 12 (עמ' 19 בpdf) ובו נאמר שאין צורך לעשות את השאיפה בחיסון תוך-שרירי (כמו חיסון הקורונה) כי לא יימצאו שם כלי דם.
קישור: https://www.health.gov.il/PublicationsFiles/TadrichHisunim_21072014.pdf
לא ייתכן - אין כלי דם גדולים בתוך השריר",חלק 2,https://www.facebook.com/groups/171810053014040/permalink/1756063711255325,יש מחקרים שמרמזים שחדירה כזאת יכולה לתרום לדלקות בלב ולכרישי דם  אותן תופעות לוואי נדירות אבל קיימות  של החיסונים חושדים שחלק מאלה שמקבלים החיסון בלי כוונה ובלי שהמזריק יכול לדעת לוריד זאת אומרת למחזור הדם  עלולים לפתח אותן תופעות לוואי,"['יש', 'מחקר', 'רימז', 'חדירה', 'זאת', 'יכול', 'תרם', 'דלקה', 'לב', 'כריש', 'דם', 'אותו', 'תופעה', 'לוואי', 'נדיר', 'אבל', 'קיימות', 'של', 'חיסון', 'חשד', 'חלק', 'אלה', 'קיבל', 'חיסון', 'בלי', 'כוונה', 'בלי', 'הזריק', 'יכול', 'ידע', 'וריד', 'זאת', 'אמר', 'מחזור', 'דם', 'עלול', 'פיתח', 'את', 'הן', 'תופעה', 'לוואי']"
26/10/2021,מדברים על חיסונים,yes,באף חיסון אין הנחיה למשוך את הבוכנה לאחור כיוון שהחיסונים ניתנים בשריר הדלטואיד ובמיקום ההזרקה הסיכוי לפגיעה בכלי דם אפסי מבחינה אנטומית בניגוד להזרקה בעכוז.,1.0,"קישור להנחיות של משרד הבריאות משנת 2014 לגבי חיסונים, החלק הקשור למושג השאיפה נמצא בפרק 12 (עמ' 19 בpdf) ובו נאמר שאין צורך לעשות את השאיפה בחיסון תוך-שרירי (כמו חיסון הקורונה) כי לא יימצאו שם כלי דם.
קישור: https://www.health.gov.il/PublicationsFiles/TadrichHisunim_21072014.pdf",,https://www.facebook.com/groups/171810053014040/permalink/1756063711255325,באף חיסון אין הנחיה למשוך את הבוכנה לאחור כיוון שהחיסונים ניתנים בשריר הדלטואיד ובמיקום ההזרקה הסיכוי לפגיעה בכלי דם אפסי מבחינה אנטומית בניגוד להזרקה בעכוז,"['אף', 'חיסון', 'אין', 'הנחיה', 'משך', 'את', 'בוכנה', 'אחור', 'כיוון', 'חיסון', 'ניתן', 'שריר', 'דלטואיד', 'מיקום', 'הזרקה', 'סיכוי', 'פגיעה', 'כלי', 'דם', 'אפסי', 'הבחין', 'אנטומית', 'ניגוד', 'הזרקה', 'עכוז']"
01/07/2021,חיסון הקורונה בישראל - הקבוצה הרשמית,yes,הקורונה פחות מסוכנת לילדים משפעת. והחיסונים מעלים ב 200 אחוז את הסיכון שלהם לחלות בדלקת בשריר הלב.,0.0,טענה מספרית שלא מצאתי גיבוי בשבילה,תיקון של שגיאות כתיב,https://www.facebook.com/groups/184901829584059/permalink/550524843021754,הקורונה פחות מסוכנת לילדים משפעת והחיסונים מעלים ב 200 אחוז את הסיכון שלהם לחלות בדלקת בשריר הלב,"['קורונה', 'פחות', 'מסוכן', 'ילד', 'שיפע', 'חיסון', 'העלה', '200', 'אחז', 'את', 'סיכון', 'של', 'הם', 'חילה', 'דלקת', 'שריר', 'לב']"
27/10/2021,וירוס הקורונה - Covid 19 - דיווחים ודיונים,yes,הסיבה שממשלות העולם כל כך רוצים להזריק לילדים זריקת mRNA כי היא משנה גנים וכך הילדים יהיו שייכים לממשלות העולם לצורכי עיקור והנדסה גנטית.,0.0,,חלק מתגובה,https://www.facebook.com/groups/336084457286212/permalink/674526343442020,הסיבה שממשלות העולם כל כך רוצים להזריק לילדים זריקת מרנא כי היא משנה גנים וכך הילדים יהיו שייכים לממשלות העולם לצורכי עיקור והנדסה גנטית,"['סיבה', 'ממשלה', 'עולם', 'כול', 'כך', 'רצה', 'הזריק', 'ילד', 'זריקה', 'מרנא', 'כי', 'הוא', 'שינה', 'גן', 'כך', 'ילד', 'היה', 'שייך', 'ממשלה', 'עולם', 'צורך', 'עיקור', 'הנדסה', 'גנטי']"
27/10/2021,וירוס הקורונה - Covid 19 - דיווחים ודיונים,yes,"למה אתה אומר שהחיסון נגד קורונה בטוח, זה שקר גדול, כל שאר החיסונים עברו מחקרי בטיחות בחיות לפחות 10 שנים לפני שיצאו לשימוש באנשים, הזריקה הניסיונית הזו נגד קורונה דילגה על מחקר חיות , אני חוזר עוד פעם, דילגה על מחקר חיות לראשונה בהסטוריה הרפואית, אז מי אלו החיות שכן מנסות את הזריקה הזו הם בני האדם, ואז אופס למישהו יש דלקת בכבד,. לא נורא נביא הולך על 2 חדש יש לנו הרבה מאלו, אתה ממש מטעה את הציבור",0.0,"זירוז העניינים היה רק בבירוקרטיה, כל הניסויים שהיו צריכות לעשות אכן נעשו.",,https://www.facebook.com/groups/336084457286212/permalink/675976373297017,למה אתה אומר שהחיסון נגד קורונה בטוח זה שקר גדול כל שאר החיסונים עברו מחקרי בטיחות בחיות לפחות 10 שנים לפני שיצאו לשימוש באנשים הזריקה הניסיונית הזו נגד קורונה דילגה על מחקר חיות  אני חוזר עוד פעם דילגה על מחקר חיות לראשונה בהסטוריה הרפואית אז מי אלו החיות שכן מנסות את הזריקה הזו הם בני האדם ואז אופס למישהו יש דלקת בכבד לא נורא נביא הולך על 2 חדש יש לנו הרבה מאלו אתה ממש מטעה את הציבור,"['למה', 'הוא', 'אמר', 'חיסון', 'נגד', 'קורונה', 'בטוח', 'זה', 'שקר', 'גדול', 'כול', 'שאר', 'חיסון', 'עבר', 'חקר', 'בטיחות', 'חיות', 'לפחות', '10', 'שנה', 'לפני', 'יצא', 'שימוש', 'איש', 'הזריק', 'ניסיוני', 'זו', 'נגד', 'קורונה', 'דילג', 'על', 'מחקר', 'חיות', 'הוא', 'חזר', 'עוד', 'פעם', 'דילג', 'על', 'מחקר', 'חיות', 'לראשונה', 'היסטוריה', 'רפואי', 'אז', 'מי', 'אלו', 'חיה', 'כן', 'ניסה', 'את', 'זריקה', 'זו', 'הוא', 'בן', 'אדם', 'אז', 'אופס', 'מישהו', 'יש', 'דלקת', 'כבד', 'לא', 'נורא', 'נביא', 'הלך', 'על', 'חדש', 'יש', 'אנחנו', 'הרבה', 'אלו', 'הוא', 'ממש', 'הטעה', 'את', 'ציבור']"
27/10/2021,קונספיל - אל תאמין בכלום עד שלא הוכחת בעצמך,no,"בעולם התגלתה אצל מאות-אלפים ""מחוסנים"" עם תופעות לוואי והפרעת עצבים אוטואימונית נדירה עם הנגיף הקורונה בגופם ""שמדבקים"" אחרים (ומתחסלים). ומשרד הבריאות והתקשורת, סתימת פיות ושתיקת הכבשים והשקרים, וממשיכים ""בזריקות"" הרעל ו""הניסויים המהונדסים"" - ""בידיעה"" ו""בכפייה"" להדביק ולחסל את אזרחיה, ""במסווה של הגנת הציבור"" ובזדון, והכל בעבור חופן דולרים, של ""פשעים נגד האנושות"", ""בפיתרון הסופי"", של השואה השקטה המודרנית !!! אז הגיע הזמן למשפט בינלאומי נירנברג 2 !!!",0.0,קונספירציה,,https://www.facebook.com/groups/48012808906/permalink/10158509771883907,בעולם התגלתה אצל מאותאלפים מחוסנים עם תופעות לוואי והפרעת עצבים אוטואימונית נדירה עם הנגיף הקורונה בגופם שמדבקים אחרים ומתחסלים ומשרד הבריאות והתקשורת סתימת פיות ושתיקת הכבשים והשקרים וממשיכים בזריקות הרעל והניסויים המהונדסים  בידיעה ובכפייה להדביק ולחסל את אזרחיה במסווה של הגנת הציבור ובזדון והכל בעבור חופן דולרים של פשעים נגד האנושות בפיתרון הסופי של השואה השקטה המודרנית  אז הגיע הזמן למשפט בינלאומי נירנברג 2 ,"['עולם', 'התגלה', 'אצל', 'מאותאלפים', 'מחוסן', 'עם', 'תופעה', 'לוואי', 'הפרעה', 'עצב', 'אוטואימונית', 'נדיר', 'עם', 'נגיף', 'קורונה', 'גוף', 'מדבק', 'אחר', 'התחסל', 'משרד', 'בריאות', 'תקשורת', 'סתימה', 'פה', 'שתיקה', 'כבש', 'שקר', 'המשיך', 'זריקה', 'רעל', 'ניסוי', 'הונדס', 'ידיעה', 'כפייה', 'הדביק', 'חיסל', 'את', 'אזרח', 'מסווה', 'של', 'הגנה', 'ציבור', 'זדון', 'כול', 'בעבור', 'חופן', 'דולר', 'של', 'פשע', 'נגד', 'אנושות', 'פתרון', 'סוף', 'של', 'שואה', 'שקט', 'מודרני', 'אז', 'הגיע', 'זמן', 'משפט', 'בינלאומי', 'נירנברג']"
28/10/2021,וירוס קורונה - מדברים על הכל-Covid 19-talk about everything,yes,"וואלה עם המתכות שיש בתוך החרא הזה בהחלט אפשר לכנות אותה כך, את הזריקה הארורה, שכלל אינה חיsון",0.0,אין מתכות בחיסון,,https://www.facebook.com/groups/503350980581730/posts/910394306544060/,וואלה עם המתכות שיש בתוך החרא הזה בהחלט אפשר לכנות אותה כך את הזריקה הארורה שכלל אינה חיsון,"['וואלה', 'עם', 'מתכת', 'יש', 'בתוך', 'חרא', 'זה', 'בהחלט', 'אפשר', 'כינה', 'את', 'היא', 'כך', 'את', 'זריקה', 'ארור', 'כלל', 'אינו', 'חי', 'ון']"
28/10/2021,וירוס קורונה - מדברים על הכל-Covid 19-talk about everything,yes,"אולי נדבקה מהבדיקה...... אולי הכל בלוף, רק אולי?!?!?!?!?",0.0,הבדיקות לקורונה לא מדבקות בקורונה,,https://www.facebook.com/groups/503350980581730/posts/909931693256988/,אולי נדבקה מהבדיקה אולי הכל בלוף רק אולי,"['אולי', 'נדבק', 'בדיקה', 'אולי', 'כול', 'בלוף', 'רק', 'אולי']"
28/10/2021,וירוס קורונה - מדברים על הכל-Covid 19-talk about everything,yes,גם מחוסן יכול להידבק ולהדביק.,1.0,,,https://www.facebook.com/groups/503350980581730/posts/909931693256988/,גם מחוסן יכול להידבק ולהדביק,"['גם', 'חוסן', 'יכול', 'נדבק', 'הדביק']"
28/10/2021,וירוס קורונה - מדברים על הכל-Covid 19-talk about everything,no,מחקר מצא כי וראינט A.30 של הקורונה הזוהה בשבדיה עמיד בפני חיסוני פייזר.,1.0,כתבה ב-N12: https://www.mako.co.il/news-lifestyle/2021_q4/Article-5d7c0bc2587cc71026.htm,,https://www.facebook.com/groups/503350980581730/posts/910447619872062/,מחקר מצא כי וראינט a30 של הקורונה הזוהה בשבדיה עמיד בפני חיסוני פייזר,"['מחקר', 'מצא', 'כי', 'ראינט', '30', 'של', 'קורונה', 'זוהה', 'שוודיה', 'עמיד', 'בפני', 'חיסון', 'פייזר']"
26/10/2021,וירוס קורונה - מדברים על הכל-Covid 19-talk about everything,yes,"אם ישראל היא מעבדה, ומי שפוייזר עבר שינוי ויש לו חלבונים שנוצרו לפי הרנ""א שהוא פטנט שלהם, אז לפי החוק בארה""ב הדנ""א המשופר הוא רכושפייזר",0.0,,,https://www.facebook.com/groups/503350980581730/posts/908743446709146/,אם ישראל היא מעבדה ומי שפוייזר עבר שינוי ויש לו חלבונים שנוצרו לפי הרנא שהוא פטנט שלהם אז לפי החוק בארהב הדנא המשופר הוא רכושפייזר,"['אם', 'ישראל', 'הוא', 'מעבדה', 'מי', 'פוייזר', 'עיבר', 'שינוי', 'יש', 'הוא', 'חלבון', 'נוצר', 'לפי', 'רנא', 'הוא', 'פטנט', 'של', 'הם', 'אז', 'לפי', 'חוק', 'ארה""ב', 'הדנא', 'שופר', 'הוא', 'רכושפייזר']"
21/10/2021,וירוס קורונה - מדברים על הכל-Covid 19-talk about everything,no,הערכה במערכת הבריאות שמי שמחוסן 100% מוגן גם מפני הדלתא החדש שהגיע ממולדובה לישראל.,0.0,אף אחד לא מוגן ב-100% גם לא מהזנים הישנים יותר,,https://www.facebook.com/groups/503350980581730/posts/906116796971811/,הערכה במערכת הבריאות שמי שמחוסן 100 מוגן גם מפני הדלתא החדש שהגיע ממולדובה לישראל,"['ערכה', 'מערכה', 'בריאות', 'מי', 'חוסן', '100', 'הוגן', 'גם', 'מפנה', 'דלתא', 'חדש', 'הגיע', 'מולדובה', 'ישראל']"
23/10/2021,וירוס קורונה - מדברים על הכל-Covid 19-talk about everything,no,תת הזן החדש של הקורונה מדבק ב-15% יותר מזן הדלתא הבסיסי. הערכה כי מס' המאומתים האמיתי בזן החדש גבוה בהרבה ממה שפורסם,0.0,"לא ידוע אם הוא מדבק יותר (הערכות שלא), הסיבה להדבקות הריציניות בריטניה (היכן שהוא התזנק) היא כנראה בעקבות הורדת היעילות של החיסון, כלומר המחסור בבוסטר. ","אולי בעייתי כי לא מצויין שם הזן, רק שהוא חדש",https://www.facebook.com/groups/503350980581730/posts/907372276846263/,תת הזן החדש של הקורונה מדבק ב15 יותר מזן הדלתא הבסיסי הערכה כי מס המאומתים האמיתי בזן החדש גבוה בהרבה ממה שפורסם,"['תת', 'זן', 'חדש', 'של', 'קורונה', 'מדבק', '15', 'יותר', 'זן', 'דלתא', 'בסיסי', 'הערכה', 'כי', 'מס', 'אומת', 'אמיתי', 'זן', 'חדש', 'גבוה', 'בהרבה', 'מה', 'פורסם']"
23/10/2021,וירוס קורונה - מדברים על הכל-Covid 19-talk about everything,yes,"כמה שהוירוס יותר מדבק כך הוא פחות קטלני ,אנחנו בסוף נגיע למצב של וראינט שמדבק פי 1000 אבל כמעט ולא מייצר סימפטומים ,כך דועכות מגיפות ,זאת האבולוציה בטבע .",1.0,"לא יודעת כמה נכון, המשפט הראשון נכון רק בהקשר של הקורונה, לא בטוחה לגבי המשפט השני.",,https://www.facebook.com/groups/503350980581730/posts/907372276846263/,כמה שהוירוס יותר מדבק כך הוא פחות קטלני אנחנו בסוף נגיע למצב של וראינט שמדבק פי 1000 אבל כמעט ולא מייצר סימפטומים כך דועכות מגיפות זאת האבולוציה בטבע ,"['כמה', 'וירוס', 'יותר', 'מדבק', 'כך', 'הוא', 'פחות', 'קטלני', 'הוא', 'בסוף', 'הגיע', 'מצב', 'של', 'וראינט', 'מדבק', 'פי', '1000', 'אבל', 'כמעט', 'לא', 'ייצר', 'סימפטום', 'כך', 'דעך', 'הגיף', 'זאת', 'אבולוציה', 'טבע']"
23/10/2021,וירוס קורונה - מדברים על הכל-Covid 19-talk about everything,yes,ה'דלתא' יותר מדבק מהזן שהיה לפניו וגם יותר אלים.,0.0,הדלתא יותר מדבק אך פחות אלים,,https://www.facebook.com/groups/503350980581730/posts/907372276846263/,הדלתא יותר מדבק מהזן שהיה לפניו וגם יותר אלים,"['דלתא', 'יותר', 'מדבק', 'זן', 'היה', 'לפני', 'הוא', 'גם', 'יותר', 'אלים']"
24/10/2021,וירוס קורונה - מדברים על הכל-Covid 19-talk about everything,yes,חיסון לא מונע הדבקה. הוא מונע מחלה.,0.0,,לדעתי פייק כי הוא גם לא בהכרח מונע מחלה,https://www.facebook.com/groups/503350980581730/posts/905855090331315/,חיסון לא מונע הדבקה הוא מונע מחלה,"['חיסון', 'לא', 'מונע', 'דבק', 'הוא', 'מונע', 'חילה']"
21/10/2021,וירוס קורונה - מדברים על הכל-Covid 19-talk about everything,yes,מחסנים בחיסון של אסטרהזניקה רק במקרים שאי אפשר לחסן בחיסונים של פייזר או של מודרנה.,1.0,"מדובר על כך בכתבה של ynet: 
https://www.ynet.co.il/health/article/bkrovi5hf",,https://www.facebook.com/groups/503350980581730/posts/906085340308290/,מחסנים בחיסון של אסטרהזניקה רק במקרים שאי אפשר לחסן בחיסונים של פייזר או של מודרנה,"['חיסן', 'חיסון', 'של', 'אסטרהזניקה', 'רק', 'מקרה', 'אי', 'אפשר', 'חיסן', 'חיסון', 'של', 'פייזר', 'או', 'של', 'מודרנה']"
22/10/2021,וירוס קורונה - מדברים על הכל-Covid 19-talk about everything,yes,לא מעניין אותם בריאות הציבור או מגמת התחלואה.....כל מה שמעניין אותם זה רק שיתחסנו..... ימח שמם ושם זכרם.......,0.0,קונספירציה,,https://www.facebook.com/groups/503350980581730/posts/903654260551398/,לא מעניין אותם בריאות הציבור או מגמת התחלואהכל מה שמעניין אותם זה רק שיתחסנו ימח שמם ושם זכרם,"['לא', 'עניין', 'את', 'הם', 'ריאה', 'ציבור', 'או', 'מגמה', 'תחלואהכל', 'מה', 'עניין', 'את', 'הם', 'זה', 'רק', 'התחסן', 'ימח', 'שם', 'שם', 'זכר']"
22/10/2021,וירוס קורונה - מדברים על הכל-Covid 19-talk about everything,yes,המטרה להפוך את חיסון הרעל הזה לאחד מרשימת החיסונים בפינקס!!! וזה יישאר לנצח לכל תינוק חדש שיוולד יחסנו כמו מצהבת בי,0.0,"יכול להיות שבאמת בסוף זה יהיה חיסון חובה לתינוקות, אבל כרגע לא נראה לי שזאת מטרה..",,https://www.facebook.com/groups/503350980581730/posts/903654260551398/,המטרה להפוך את חיסון הרעל הזה לאחד מרשימת החיסונים בפינקס וזה יישאר לנצח לכל תינוק חדש שיוולד יחסנו כמו מצהבת בי,"['מטרה', 'הפך', 'את', 'חיסון', 'רעל', 'זה', 'אחד', 'רשימה', 'חיסון', 'פינקס', 'זה', 'נשאר', 'לנצח', 'כול', 'תינוק', 'חדש', 'נולד', 'חיסן', 'כמו', 'מצהבת', 'אני']"
22/10/2021,וירוס קורונה - מדברים על הכל-Covid 19-talk about everything,yes,"גם כשיזריקו לתינוק בן יומו, הם לא יירגעו. המטרה הזרקה קבועה כל כמה חודשים.",0.0,"המטרה היא להיפטר מהמגפה, לא להזריק לנצח כל כמה חודשים",,https://www.facebook.com/groups/503350980581730/posts/903654260551398/,גם כשיזריקו לתינוק בן יומו הם לא יירגעו המטרה הזרקה קבועה כל כמה חודשים,"['גם', 'כש', 'הזריק', 'תינוק', 'בן', 'יום', 'הוא', 'לא', 'נרגע', 'מטרה', 'הזרקה', 'קבוע', 'כול', 'כמה', 'חודש']"
